 
****************************************
Report : area
Design : SystolicPod
Version: P-2019.03-SP1
Date   : Thu Sep 16 18:43:37 2021
****************************************

Library(s) Used:

    tcbn28hpmbwp35ss0p81v125c (File: /opt/tsmc/28nm/cln28hpm/stclib/9-track/Front_End/timing_power_noise/NLDM/tcbn28hpmbwp35_120a/tcbn28hpmbwp35ss0p81v125c.db)

Number of ports:                        76213
Number of nets:                        675697
Number of cells:                       557713
Number of combinational cells:         512900
Number of sequential cells:             43783
Number of macros/black boxes:               0
Number of buf/inv:                      59234
Number of references:                     132

Combinational area:             410891.132786
Buf/Inv area:                    14814.616511
Noncombinational area:           81457.609243
Macro/Black Box area:                0.000000
Net Interconnect area:      undefined  (Wire load has zero net area)

Total cell area:                492348.742029
Total area:                 undefined

Hierarchical area distribution
------------------------------

                                  Global cell area              Local cell area
                                  --------------------  ------------------------------- 
Hierarchical cell                 Absolute     Percent  Combi-       Noncombi-   Black-
                                  Total        Total    national     national    boxes   Design
array/PE_4_10                        368.6310      0.1     324.8910     43.7400  0.0000  ProcessingElement_885
array/PE_4_11                        366.0795      0.1     322.3395     43.7400  0.0000  ProcessingElement_884
array/PE_4_12                        367.4160      0.1     322.5825     44.8335  0.0000  ProcessingElement_883
array/PE_4_13                        366.0795      0.1     322.3395     43.7400  0.0000  ProcessingElement_882
array/PE_4_14                        373.6125      0.1     329.8725     43.7400  0.0000  ProcessingElement_881
array/PE_4_15                        366.4440      0.1     322.7040     43.7400  0.0000  ProcessingElement_880
array/PE_4_16                        367.1730      0.1     322.7040     44.4690  0.0000  ProcessingElement_879
array/PE_4_17                        366.3225      0.1     321.8535     44.4690  0.0000  ProcessingElement_878
array/PE_4_18                        368.5095      0.1     324.4050     44.1045  0.0000  ProcessingElement_877
array/PE_4_19                        366.2010      0.1     322.4610     43.7400  0.0000  ProcessingElement_876
array/PE_4_2                         367.7805      0.1     323.6760     44.1045  0.0000  ProcessingElement_893
array/PE_4_20                        366.0795      0.1     321.6105     44.4690  0.0000  ProcessingElement_875
array/PE_4_21                        367.5375      0.1     323.0685     44.4690  0.0000  ProcessingElement_874
array/PE_4_22                        370.4535      0.1     326.7135     43.7400  0.0000  ProcessingElement_873
array/PE_4_23                        366.2010      0.1     322.0965     44.1045  0.0000  ProcessingElement_872
array/PE_4_24                        364.8645      0.1     320.3955     44.4690  0.0000  ProcessingElement_871
array/PE_4_25                        364.1355      0.1     319.6665     44.4690  0.0000  ProcessingElement_870
array/PE_4_26                        367.6590      0.1     323.5545     44.1045  0.0000  ProcessingElement_869
array/PE_4_27                        364.8645      0.1     320.3955     44.4690  0.0000  ProcessingElement_868
array/PE_4_28                        364.9860      0.1     320.5170     44.4690  0.0000  ProcessingElement_867
array/PE_4_29                        367.7805      0.1     323.6760     44.1045  0.0000  ProcessingElement_866
array/PE_4_3                         369.7245      0.1     325.6200     44.1045  0.0000  ProcessingElement_892
array/PE_4_30                        368.7525      0.1     324.6480     44.1045  0.0000  ProcessingElement_865
array/PE_4_31                        365.3505      0.1     320.5170     44.8335  0.0000  ProcessingElement_864
array/PE_4_4                         367.5375      0.1     323.4330     44.1045  0.0000  ProcessingElement_891
array/PE_4_5                         370.4535      0.1     325.6200     44.8335  0.0000  ProcessingElement_890
array/PE_4_6                         368.2665      0.1     323.7975     44.4690  0.0000  ProcessingElement_889
array/PE_4_7                         366.3225      0.1     322.2180     44.1045  0.0000  ProcessingElement_888
array/PE_4_8                         366.5655      0.1     322.4610     44.1045  0.0000  ProcessingElement_887
array/PE_4_9                         367.5375      0.1     323.0685     44.4690  0.0000  ProcessingElement_886
array/PE_5_0                         368.3880      0.1     324.2835     44.1045  0.0000  ProcessingElement_863
array/PE_5_1                         370.9395      0.1     326.8350     44.1045  0.0000  ProcessingElement_862
array/PE_5_10                        365.4720      0.1     321.0030     44.4690  0.0000  ProcessingElement_853
array/PE_5_11                        367.5375      0.1     323.4330     44.1045  0.0000  ProcessingElement_852
array/PE_5_12                        369.9675      0.1     324.7695     45.1980  0.0000  ProcessingElement_851
array/PE_5_13                        365.8365      0.1     321.3675     44.4690  0.0000  ProcessingElement_850
array/PE_5_14                        366.2010      0.1     322.0965     44.1045  0.0000  ProcessingElement_849
array/PE_5_15                        367.4160      0.1     322.9470     44.4690  0.0000  ProcessingElement_848
array/PE_5_16                        365.9580      0.1     321.8535     44.1045  0.0000  ProcessingElement_847
array/PE_5_17                        366.6870      0.1     322.2180     44.4690  0.0000  ProcessingElement_846
array/PE_5_18                        366.2010      0.1     321.7320     44.4690  0.0000  ProcessingElement_845
array/PE_5_19                        368.1450      0.1     323.6760     44.4690  0.0000  ProcessingElement_844
array/PE_5_2                         368.6310      0.1     324.5265     44.1045  0.0000  ProcessingElement_861
array/PE_5_20                        368.1450      0.1     323.6760     44.4690  0.0000  ProcessingElement_843
array/PE_5_21                        365.8365      0.1     321.0030     44.8335  0.0000  ProcessingElement_842
array/PE_5_22                        363.0420      0.1     318.9375     44.1045  0.0000  ProcessingElement_841
array/PE_5_23                        366.5655      0.1     322.0965     44.4690  0.0000  ProcessingElement_840
array/PE_5_24                        365.4720      0.1     321.3675     44.1045  0.0000  ProcessingElement_839
array/PE_5_25                        367.1730      0.1     323.0685     44.1045  0.0000  ProcessingElement_838
array/PE_5_26                        368.2665      0.1     324.5265     43.7400  0.0000  ProcessingElement_837
array/PE_5_27                        367.0515      0.1     322.2180     44.8335  0.0000  ProcessingElement_836
array/PE_5_28                        365.2290      0.1     321.1245     44.1045  0.0000  ProcessingElement_835
array/PE_5_29                        368.3880      0.1     323.9190     44.4690  0.0000  ProcessingElement_834
array/PE_5_3                         367.6590      0.1     323.5545     44.1045  0.0000  ProcessingElement_860
array/PE_5_30                        365.1075      0.1     321.0030     44.1045  0.0000  ProcessingElement_833
array/PE_5_31                        364.9860      0.1     320.8815     44.1045  0.0000  ProcessingElement_832
array/PE_5_4                         367.6590      0.1     323.9190     43.7400  0.0000  ProcessingElement_859
array/PE_5_5                         367.6590      0.1     323.1900     44.4690  0.0000  ProcessingElement_858
array/PE_5_6                         368.5095      0.1     324.4050     44.1045  0.0000  ProcessingElement_857
array/PE_5_7                         370.3320      0.1     325.4985     44.8335  0.0000  ProcessingElement_856
array/PE_5_8                         369.4815      0.1     325.7415     43.7400  0.0000  ProcessingElement_855
array/PE_5_9                         371.0610      0.1     326.2275     44.8335  0.0000  ProcessingElement_854
array/PE_6_0                         367.0515      0.1     322.9470     44.1045  0.0000  ProcessingElement_831
array/PE_6_1                         368.1450      0.1     324.4050     43.7400  0.0000  ProcessingElement_830
array/PE_6_10                        368.2665      0.1     324.5265     43.7400  0.0000  ProcessingElement_821
array/PE_6_11                        366.9300      0.1     322.4610     44.4690  0.0000  ProcessingElement_820
array/PE_6_12                        364.6215      0.1     320.5170     44.1045  0.0000  ProcessingElement_819
array/PE_6_13                        368.0235      0.1     323.5545     44.4690  0.0000  ProcessingElement_818
array/PE_6_14                        368.5095      0.1     324.4050     44.1045  0.0000  ProcessingElement_817
array/PE_6_15                        364.0140      0.1     319.9095     44.1045  0.0000  ProcessingElement_816
array/PE_6_16                        368.3880      0.1     324.6480     43.7400  0.0000  ProcessingElement_815
array/PE_6_17                        365.7150      0.1     321.6105     44.1045  0.0000  ProcessingElement_814
array/PE_6_18                        365.9580      0.1     321.8535     44.1045  0.0000  ProcessingElement_813
array/PE_6_19                        366.9300      0.1     322.4610     44.4690  0.0000  ProcessingElement_812
array/PE_6_2                         368.8740      0.1     324.4050     44.4690  0.0000  ProcessingElement_829
array/PE_6_20                        368.3880      0.1     323.9190     44.4690  0.0000  ProcessingElement_811
array/PE_6_21                        367.9020      0.1     323.7975     44.1045  0.0000  ProcessingElement_810
array/PE_6_22                        363.1635      0.1     319.0590     44.1045  0.0000  ProcessingElement_809
array/PE_6_23                        368.7525      0.1     325.0125     43.7400  0.0000  ProcessingElement_808
array/PE_6_24                        367.1730      0.1     322.7040     44.4690  0.0000  ProcessingElement_807
array/PE_6_25                        366.0795      0.1     322.3395     43.7400  0.0000  ProcessingElement_806
array/PE_6_26                        363.6495      0.1     319.9095     43.7400  0.0000  ProcessingElement_805
array/PE_6_27                        368.9955      0.1     324.5265     44.4690  0.0000  ProcessingElement_804
array/PE_6_28                        369.1170      0.1     325.0125     44.1045  0.0000  ProcessingElement_803
array/PE_6_29                        366.2010      0.1     322.0965     44.1045  0.0000  ProcessingElement_802
array/PE_6_3                         367.4160      0.1     322.9470     44.4690  0.0000  ProcessingElement_828
array/PE_6_30                        365.2290      0.1     320.7600     44.4690  0.0000  ProcessingElement_801
array/PE_6_31                        365.7150      0.1     321.6105     44.1045  0.0000  ProcessingElement_800
array/PE_6_4                         367.9020      0.1     323.4330     44.4690  0.0000  ProcessingElement_827
array/PE_6_5                         367.9020      0.1     323.7975     44.1045  0.0000  ProcessingElement_826
array/PE_6_6                         368.0235      0.1     323.9190     44.1045  0.0000  ProcessingElement_825
array/PE_6_7                         365.3505      0.1     321.2460     44.1045  0.0000  ProcessingElement_824
array/PE_6_8                         368.0235      0.1     323.9190     44.1045  0.0000  ProcessingElement_823
array/PE_6_9                         368.3880      0.1     324.2835     44.1045  0.0000  ProcessingElement_822
array/PE_7_0                         365.4720      0.1     321.7320     43.7400  0.0000  ProcessingElement_799
array/PE_7_1                         363.8925      0.1     319.7880     44.1045  0.0000  ProcessingElement_798
array/PE_7_10                        366.9300      0.1     323.1900     43.7400  0.0000  ProcessingElement_789
array/PE_7_11                        366.8085      0.1     322.7040     44.1045  0.0000  ProcessingElement_788
array/PE_7_12                        364.8645      0.1     320.0310     44.8335  0.0000  ProcessingElement_787
array/PE_7_13                        369.1170      0.1     324.2835     44.8335  0.0000  ProcessingElement_786
array/PE_7_14                        372.0330      0.1     327.5640     44.4690  0.0000  ProcessingElement_785
array/PE_7_15                        368.1450      0.1     323.6760     44.4690  0.0000  ProcessingElement_784
array/PE_7_16                        366.5655      0.1     321.7320     44.8335  0.0000  ProcessingElement_783
array/PE_7_17                        364.7430      0.1     320.6385     44.1045  0.0000  ProcessingElement_782
array/PE_7_18                        370.3320      0.1     325.8630     44.4690  0.0000  ProcessingElement_781
array/PE_7_19                        371.3040      0.1     327.5640     43.7400  0.0000  ProcessingElement_780
array/PE_7_2                         368.6310      0.1     324.8910     43.7400  0.0000  ProcessingElement_797
array/PE_7_20                        365.3505      0.1     320.5170     44.8335  0.0000  ProcessingElement_779
array/PE_7_21                        369.4815      0.1     325.3770     44.1045  0.0000  ProcessingElement_778
array/PE_7_22                        364.5000      0.1     320.3955     44.1045  0.0000  ProcessingElement_777
array/PE_7_23                        365.7150      0.1     321.6105     44.1045  0.0000  ProcessingElement_776
array/PE_7_24                        365.9580      0.1     321.4890     44.4690  0.0000  ProcessingElement_775
array/PE_7_25                        365.4720      0.1     320.6385     44.8335  0.0000  ProcessingElement_774
array/PE_7_26                        366.6870      0.1     322.5825     44.1045  0.0000  ProcessingElement_773
array/PE_7_27                        367.2945      0.1     322.8255     44.4690  0.0000  ProcessingElement_772
array/PE_7_28                        364.2570      0.1     320.5170     43.7400  0.0000  ProcessingElement_771
array/PE_7_29                        366.3225      0.1     322.2180     44.1045  0.0000  ProcessingElement_770
array/PE_7_3                         371.0610      0.1     326.5920     44.4690  0.0000  ProcessingElement_796
array/PE_7_30                        366.2010      0.1     322.0965     44.1045  0.0000  ProcessingElement_769
array/PE_7_31                        366.3225      0.1     322.2180     44.1045  0.0000  ProcessingElement_768
array/PE_7_4                         368.0235      0.1     323.9190     44.1045  0.0000  ProcessingElement_795
array/PE_7_5                         367.9020      0.1     323.7975     44.1045  0.0000  ProcessingElement_794
array/PE_7_6                         369.7245      0.1     325.2555     44.4690  0.0000  ProcessingElement_793
array/PE_7_7                         367.1730      0.1     322.7040     44.4690  0.0000  ProcessingElement_792
array/PE_7_8                         368.9955      0.1     324.8910     44.1045  0.0000  ProcessingElement_791
array/PE_7_9                         367.7805      0.1     323.6760     44.1045  0.0000  ProcessingElement_790
array/PE_8_0                         368.6310      0.1     324.1620     44.4690  0.0000  ProcessingElement_767
array/PE_8_1                         365.8365      0.1     321.7320     44.1045  0.0000  ProcessingElement_766
array/PE_8_10                        366.6870      0.1     322.2180     44.4690  0.0000  ProcessingElement_757
array/PE_8_11                        366.3225      0.1     321.8535     44.4690  0.0000  ProcessingElement_756
array/PE_8_12                        367.5375      0.1     323.7975     43.7400  0.0000  ProcessingElement_755
array/PE_8_13                        369.3600      0.1     325.6200     43.7400  0.0000  ProcessingElement_754
array/PE_8_14                        365.1075      0.1     321.3675     43.7400  0.0000  ProcessingElement_753
array/PE_8_15                        370.3320      0.1     326.5920     43.7400  0.0000  ProcessingElement_752
array/PE_8_16                        365.9580      0.1     321.4890     44.4690  0.0000  ProcessingElement_751
array/PE_8_17                        367.6590      0.1     323.5545     44.1045  0.0000  ProcessingElement_750
array/PE_8_18                        367.4160      0.1     323.3115     44.1045  0.0000  ProcessingElement_749
array/PE_8_19                        365.9580      0.1     322.2180     43.7400  0.0000  ProcessingElement_748
array/PE_8_2                         367.5375      0.1     323.0685     44.4690  0.0000  ProcessingElement_765
array/PE_8_20                        367.5375      0.1     323.0685     44.4690  0.0000  ProcessingElement_747
array/PE_8_21                        368.3880      0.1     324.2835     44.1045  0.0000  ProcessingElement_746
array/PE_8_22                        372.8835      0.1     324.1620     48.7215  0.0000  ProcessingElement_745
array/PE_8_23                        367.2945      0.1     323.1900     44.1045  0.0000  ProcessingElement_744
array/PE_8_24                        371.9115      0.1     327.8070     44.1045  0.0000  ProcessingElement_743
array/PE_8_25                        368.3880      0.1     324.2835     44.1045  0.0000  ProcessingElement_742
array/PE_8_26                        367.7805      0.1     323.6760     44.1045  0.0000  ProcessingElement_741
array/PE_8_27                        365.2290      0.1     321.4890     43.7400  0.0000  ProcessingElement_740
array/PE_8_28                        366.8085      0.1     322.7040     44.1045  0.0000  ProcessingElement_739
array/PE_8_29                        367.6590      0.1     323.5545     44.1045  0.0000  ProcessingElement_738
array/PE_8_3                         371.3040      0.1     327.1995     44.1045  0.0000  ProcessingElement_764
array/PE_8_30                        367.4160      0.1     322.9470     44.4690  0.0000  ProcessingElement_737
array/PE_8_31                        364.8645      0.1     321.1245     43.7400  0.0000  ProcessingElement_736
array/PE_8_4                         367.1730      0.1     323.4330     43.7400  0.0000  ProcessingElement_763
array/PE_8_5                         367.9020      0.1     324.1620     43.7400  0.0000  ProcessingElement_762
array/PE_8_6                         369.7245      0.1     325.6200     44.1045  0.0000  ProcessingElement_761
array/PE_8_7                         367.4160      0.1     322.9470     44.4690  0.0000  ProcessingElement_760
array/PE_8_8                         373.9770      0.1     330.2370     43.7400  0.0000  ProcessingElement_759
array/PE_8_9                         372.1545      0.1     328.0500     44.1045  0.0000  ProcessingElement_758
array/PE_9_0                         369.2385      0.1     325.1340     44.1045  0.0000  ProcessingElement_735
array/PE_9_1                         365.8365      0.1     321.3675     44.4690  0.0000  ProcessingElement_734
array/PE_9_10                        368.3880      0.1     324.2835     44.1045  0.0000  ProcessingElement_725
array/PE_9_11                        366.3225      0.1     322.2180     44.1045  0.0000  ProcessingElement_724
array/PE_9_12                        366.9300      0.1     322.0965     44.8335  0.0000  ProcessingElement_723
array/PE_9_13                        365.7150      0.1     321.9750     43.7400  0.0000  ProcessingElement_722
array/PE_9_14                        367.2945      0.1     322.4610     44.8335  0.0000  ProcessingElement_721
array/PE_9_15                        370.4535      0.1     326.3490     44.1045  0.0000  ProcessingElement_720
array/PE_9_16                        366.5655      0.1     321.7320     44.8335  0.0000  ProcessingElement_719
array/PE_9_17                        365.7150      0.1     321.2460     44.4690  0.0000  ProcessingElement_718
array/PE_9_18                        365.5935      0.1     321.4890     44.1045  0.0000  ProcessingElement_717
array/PE_9_19                        367.0515      0.1     322.9470     44.1045  0.0000  ProcessingElement_716
array/PE_9_2                         368.8740      0.1     325.1340     43.7400  0.0000  ProcessingElement_733
array/PE_9_20                        365.7150      0.1     321.6105     44.1045  0.0000  ProcessingElement_715
array/PE_9_21                        368.9955      0.1     324.8910     44.1045  0.0000  ProcessingElement_714
array/PE_9_22                        364.5000      0.1     319.6665     44.8335  0.0000  ProcessingElement_713
array/PE_9_23                        366.5655      0.1     322.0965     44.4690  0.0000  ProcessingElement_712
array/PE_9_24                        368.8740      0.1     324.7695     44.1045  0.0000  ProcessingElement_711
array/PE_9_25                        365.8365      0.1     321.3675     44.4690  0.0000  ProcessingElement_710
array/PE_9_26                        372.8835      0.1     328.7790     44.1045  0.0000  ProcessingElement_709
array/PE_9_27                        364.7430      0.1     320.2740     44.4690  0.0000  ProcessingElement_708
array/PE_9_28                        366.3225      0.1     321.8535     44.4690  0.0000  ProcessingElement_707
array/PE_9_29                        366.8085      0.1     322.7040     44.1045  0.0000  ProcessingElement_706
array/PE_9_3                         368.2665      0.1     324.5265     43.7400  0.0000  ProcessingElement_732
array/PE_9_30                        366.9300      0.1     322.4610     44.4690  0.0000  ProcessingElement_705
array/PE_9_31                        367.9020      0.1     323.7975     44.1045  0.0000  ProcessingElement_704
array/PE_9_4                         366.5655      0.1     322.0965     44.4690  0.0000  ProcessingElement_731
array/PE_9_5                         372.8835      0.1     329.1435     43.7400  0.0000  ProcessingElement_730
array/PE_9_6                         365.4720      0.1     321.3675     44.1045  0.0000  ProcessingElement_729
array/PE_9_7                         365.7150      0.1     321.9750     43.7400  0.0000  ProcessingElement_728
array/PE_9_8                         364.5000      0.1     320.0310     44.4690  0.0000  ProcessingElement_727
array/PE_9_9                         368.0235      0.1     324.2835     43.7400  0.0000  ProcessingElement_726
conv_buffer                          933.1200      0.2       0.0000    933.1200  0.0000  ConvBuffer
jobs                                3863.5785      0.8    1634.1750   2229.4035  0.0000  Queue
p_in_buffer                          559.8720      0.1      93.3120    466.5600  0.0000  SimpleSkewBuffer_1
p_out_buffer                         559.8720      0.1      93.3120    466.5600  0.0000  SimpleSkewBuffer_2
x_in_buffer                          292.5720      0.1      59.2920    233.2800  0.0000  SimpleSkewBuffer
--------------------------------  -----------  -------  -----------  ----------  ------  ----------------------
Total                                                   410891.1328  81457.6092  0.0000

1
